ID,WORD,VOCALIZED,WORD_TYPE,PLURAL,PLURAL_VOCALIZED
6039,مصير ,مصير ,اسم, مصران, مصران
3914,مصيف ,مصيف ,اسم, مصايف, مصايف
3920,مضبأ ,مضبأ ,اسم, مضابئ, مضابئ
3931,مضبطة ,مضبطة ,اسم, مضابط, مضابط
3940,مضحكة ,مضحكة ,اسم, مضحكات, مضحكات
3954,مضراب ,مضراب ,اسم, مضاريب, مضاريب
3955,مضرب ,مضرب ,اسم, مضارب, مضارب
3956,مضرب ,مضرب ,اسم, مضارب, مضارب
3964,مضرة ,مضرة ,اسم, مضار, مضار
3958,مضرج ,مضرج ,اسم, مضارج, مضارج
6043,مضغة ,مضغة ,اسم, مضغ, مضغ
3981,مضغط ,مضغط ,اسم, مضاغط, مضاغط
4002,مضلة ,مضلة ,اسم, مضال, مضال
4009,مضمار ,مضمار ,اسم, مضامير, مضامير
4018,مضمان ,مضمان ,اسم, مضامين, مضامين
4006,مضمدة ,مضمدة ,اسم, مضامد, مضامد
4019,مضمون ,مضمون ,اسم, مضامين, مضامين
4038,مضيعة ,مضيعة ,اسم, مضايع, مضايع
6044,مضيغة ,مضيغة ,اسم, مضيغ, مضيغ
4040,مضيفة ,مضيفة ,اسم, مضايف, مضايف
4041,مضيق ,مضيق ,اسم, مضايق, مضايق
6048,مطا ,مطا ,اسم, أمطاء, أمطاء
4212,مطاح ,مطاح ,اسم, مطاوح, مطاوح
4215,مطاد ,مطاد ,اسم, مطاود, مطاود
4216,مطادة ,مطادة ,اسم, مطاود, مطاود
4046,مطبعة ,مطبعة ,اسم, مطابع, مطابع
4047,مطبعة ,مطبعة ,اسم, مطابع, مطابع
4063,مطحان ,مطحان ,اسم, مطاحين, مطاحين
4064,مطحن ,مطحن ,اسم, مطاحن, مطاحن
4065,مطحنة ,مطحنة ,اسم, مطاحن, مطاحن
4066,مطخة ,مطخة ,اسم, مطاخ, مطاخ
3295,مطر ,مطر ,اسم, أسمية, أسمية
6046,مطر ,مطر ,اسم, أمطار, أمطار
4107,مطراق ,مطراق ,اسم, مطاريق, مطاريق
4076,مطرح ,مطرح ,اسم, مطارح, مطارح
4077,مطرح ,مطرح ,اسم, مطارح, مطارح
4078,مطرحة ,مطرحة ,اسم, مطارح, مطارح
4081,مطردة ,مطردة ,اسم, مطارد, مطارد
4099,مطرف ,مطرف ,اسم, مطارف, مطارف
4108,مطرق ,مطرق ,اسم, مطارق, مطارق
4120,مطعام ,مطعام ,اسم, مطاعيم, مطاعيم
4124,مطعان ,مطعان ,اسم, مطاعين, مطاعين
4121,مطعم ,مطعم ,اسم, مطاعم, مطاعم
4125,مطعن ,مطعن ,اسم, مطاعن, مطاعن
4126,مطعن ,مطعن ,اسم, مطاعن, مطاعن
4129,مطفئة ,مطفئة ,اسم, مطافئ, مطافئ
4131,مطفحة ,مطفحة ,اسم, مطافح, مطافح
4166,مطلاق ,مطلاق ,اسم, مطاليق, مطاليق
4144,مطلب ,مطلب ,اسم, مطالب, مطالب
4161,مطلع ,مطلع ,اسم, مطالع, مطالع
4182,مطمار ,مطمار ,اسم, مطامير, مطامير
4187,مطماع ,مطماع ,اسم, مطاميع, مطاميع
4183,مطمر ,مطمر ,اسم, مطامر, مطامر
4188,مطمع ,مطمع ,اسم, مطامع, مطامع
4191,مطملة ,مطملة ,اسم, مطامل, مطامل
4184,مطمورة ,مطمورة ,اسم, مطامير, مطامير
4197,مطناب ,مطناب ,اسم, مطانيب, مطانيب
4198,مطنب ,مطنب ,اسم, مطانب, مطانب
4199,مطنب ,مطنب ,اسم, مطانب, مطانب
4202,مطنزة ,مطنزة ,اسم, مطانز, مطانز
4209,مطهرة ,مطهرة ,اسم, مطاهر, مطاهر
6049,مطو ,مطو ,اسم, مطاء, مطاء
6050,مطو ,مطو ,اسم, أمطاء, أمطاء
4213,مطواح ,مطواح ,اسم, مطاويح, مطاويح
4221,مطواع ,مطواع ,اسم, مطاويع, مطاويع
4235,مطوى ,مطوى ,اسم, مطاو, مطاو
4239,مطيبة ,مطيبة ,اسم, مطايب, مطايب
6051,مطية ,مطية ,اسم, مطايا, مطايا
6047,مطيطة ,مطيطة ,اسم, مطائط, مطائط
4272,مظلام ,مظلام ,اسم, مظاليم, مظاليم
4267,مظلة ,مظلة ,اسم, مظال, مظال
4273,مظلمة ,مظلمة ,اسم, مظالم, مظالم
4282,مظهر ,مظهر ,اسم, مظاهر, مظاهر
6058,معاء ,معاء ,اسم, أمعية, أمعية
4694,معاب ,معاب ,اسم, معايب, معايب
4695,معابة ,معابة ,اسم, معايب, معايب
4665,معادة ,معادة ,اسم, معاود, معاود
4667,معاذ ,معاذ ,اسم, معاوذ, معاوذ
4286,معبأ ,معبأ ,اسم, معابئ, معابئ
4290,معبد ,معبد ,اسم, معابد, معابد
4291,معبد ,معبد ,اسم, معابد, معابد
4294,معبر ,معبر ,اسم, معابر, معابر
4295,معبر ,معبر ,اسم, معابر, معابر
4296,معبرة ,معبرة ,اسم, معابر, معابر
4300,معبلة ,معبلة ,اسم, معابل, معابل
4325,معجاج ,معجاج ,اسم, معاجيج, معاجيج
4329,معجاز ,معجاز ,اسم, معاجيز, معاجيز
4333,معجال ,معجال ,اسم, معاجيل, معاجيل
4334,معجم ,معجم ,اسم, معجمات, معجمات
4337,معجون ,معجون ,اسم, معاجين, معاجين
6052,معدة ,معدة ,اسم, معد, معد
6053,معدة ,معدة ,اسم, معد, معد
4350,معدن ,معدن ,اسم, معادن, معادن
4362,معذرة ,معذرة ,اسم, معاذر, معاذر
4387,معراض ,معراض ,اسم, معاريض, معاريض
4388,معرض ,معرض ,اسم, معارض, معارض
4393,معرفة ,معرفة ,اسم, معارف, معارف
4400,معرق ,معرق ,اسم, معارق, معارق
4404,معرك ,معرك ,اسم, معارك, معارك
4405,معركة ,معركة ,اسم, معارك, معارك
6055,معز ,معز ,اسم, أمعز, أمعز
4422,معزال ,معزال ,اسم, معازيل, معازيل
4418,معزف ,معزف ,اسم, معازف, معازف
4435,معسلة ,معسلة ,اسم, معاسل, معاسل
4452,معصار ,معصار ,اسم, معاصير, معاصير
4458,معصال ,معصال ,اسم, معاصيل, معاصيل
4450,معصد ,معصد ,اسم, معاصد, معاصد
4453,معصر ,معصر ,اسم, معاصر, معاصر
4454,معصرة ,معصرة ,اسم, معاصر, معاصر
4461,معصم ,معصم ,اسم, معاصم, معاصم
4486,معطاء ,معطاء ,اسم, معاط, معاط
4475,معطار ,معطار ,اسم, معاطير, معاطير
4470,معطب ,معطب ,اسم, معاطب, معاطب
4476,معطس ,معطس ,اسم, معاطس, معاطس
4477,معطشة ,معطشة ,اسم, معاطش, معاطش
4479,معطف ,معطف ,اسم, معاطف, معاطف
4483,معطن ,معطن ,اسم, معاطن, معاطن
4490,معظم ,معظم ,اسم, معاظم, معاظم
4512,معقد ,معقد ,اسم, معاقد, معاقد
4525,معقص ,معقص ,اسم, معاقص, معاقص
4535,معقل ,معقل ,اسم, معاقل, معاقل
4588,معلاة ,معلاة ,اسم, المعالي, المعالي
4580,معلم ,معلم ,اسم, معالم, معالم
4614,معمل ,معمل ,اسم, معامل, معامل
4623,معمى ,معمى ,اسم, معميات, معميات
4638,معناق ,معناق ,اسم, معانيق, معانيق
4639,معنق ,معنق ,اسم, معانيق, معانيق
4640,معنقة ,معنقة ,اسم, معانق, معانق
4641,معنقة ,معنقة ,اسم, معانيق, معانيق
4652,معنى ,معنى ,اسم, معان, معان
4655,معهد ,معهد ,اسم, معاهد, معاهد
4689,معوان ,معوان ,اسم, معاوين, معاوين
4674,معوز ,معوز ,اسم, معاوز, معاوز
4675,معوزة ,معوزة ,اسم, معاوز, معاوز
4683,معول ,معول ,اسم, معاول, معاول
4690,معونة ,معونة ,اسم, معاون, معاون
6056,معى ,معى ,اسم, أمعاء, أمعاء
6057,معى ,معى ,اسم, أمعاء, أمعاء
4700,معيار ,معيار ,اسم, معايير, معايير
4711,معيان ,معيان ,اسم, معايين, معايين
4703,معيشة ,معيشة ,اسم, معايش, معايش
4725,مغبن ,مغبن ,اسم, مغابن, مغابن
4729,مغثار ,مغثار ,اسم, مغاثير, مغاثير
4730,مغثر ,مغثر ,اسم, مغاثر, مغاثر
4731,مغثور ,مغثور ,اسم, مغاثير, مغاثير
4768,مغرز ,مغرز ,اسم, مغارز, مغارز
4769,مغرز ,مغرز ,اسم, مغارز, مغارز
4773,مغرس ,مغرس ,اسم, مغارس, مغارس
4780,مغرفة ,مغرفة ,اسم, مغارف, مغارف
4785,مغرم ,مغرم ,اسم, مغارم, مغارم
4795,مغزاة ,مغزاة ,اسم, مغاز, مغاز
4792,مغزل ,مغزل ,اسم, مغازل, مغازل
4793,مغزل ,مغزل ,اسم, مغازل, مغازل
4794,مغزى ,مغزى ,اسم, مغاز, مغاز
4798,مغسل ,مغسل ,اسم, مغاسل, مغاسل
6059,مغص ,مغص ,اسم, أمغاص, أمغاص
4810,مغطس ,مغطس ,اسم, مغاطس, مغاطس
4815,مغفار ,مغفار ,اسم, مغافير, مغافير
4816,مغفر ,مغفر ,اسم, مغافر, مغافر
4817,مغفرة ,مغفرة ,اسم, مغافر, مغافر
6060,مغل ,مغل ,اسم, أمغال, أمغال
4830,مغلاق ,مغلاق ,اسم, مغاليق, مغاليق
6061,مغلة ,مغلة ,اسم, مغال, مغال
4831,مغلق ,مغلق ,اسم, مغالق, مغالق
4853,مغمز ,مغمز ,اسم, مغامز, مغامز
4867,مغنم ,مغنم ,اسم, مغانم, مغانم
4871,مغنى ,مغنى ,اسم, مغان, مغان
4886,مغواة ,مغواة ,اسم, مغاو, مغاو
4873,مغوثة ,مغوثة ,اسم, مغاوث, مغاوث
4884,مغول ,مغول ,اسم, مغاول, مغاول
4897,مفآد ,مفآد ,اسم, مفائيد, مفائيد
5118,مفازة ,مفازة ,اسم, مفاوز, مفاوز
4909,مفتاح ,مفتاح ,اسم, مفاتيح, مفاتيح
4910,مفتح ,مفتح ,اسم, مفاتح, مفاتح
4921,مفتي ,مفتي ,اسم, مفتون, مفتون
4930,مفحص ,مفحص ,اسم, مفاحص, مفاحص
4934,مفحمة ,مفحمة ,اسم, مفاحم, مفاحم
4940,مفخر ,مفخر ,اسم, مفاخر, مفاخر
4983,مفراض ,مفراض ,اسم, مفاريض, مفاريض
4984,مفرض ,مفرض ,اسم, مفارض, مفارض
4998,مفرق ,مفرق ,اسم, مفارق, مفارق
2724,مفصل ,مفصل ,اسم, مراود, مراود
5023,مفصل ,مفصل ,اسم, مفاصل, مفاصل
5022,مفصلة ,مفصلة ,اسم, مفصلات, مفصلات
5025,مفضخة ,مفضخة ,اسم, مفاضخ, مفاضخ
5070,مفك ,مفك ,اسم, مفاك, مفاك
5087,مفلاق ,مفلاق ,اسم, مفاليق, مفاليق
5090,مفلوك ,مفلوك ,اسم, مفاليك, مفاليك
5172,مقاتل ,مقاتل ,اسم, مقاتلة, مقاتلة
6062,مقاط ,مقاط ,اسم, مقط, مقط
5146,مقبرة ,مقبرة ,اسم, مقابر, مقابر
5147,مقبس ,مقبس ,اسم, مقابس, مقابس
5149,مقبص ,مقبص ,اسم, مقابص, مقابص
5150,مقبض ,مقبض ,اسم, مقابض, مقابض
5173,مقتل ,مقتل ,اسم, مقاتل, مقاتل
5176,مقتوي ,مقتوي ,اسم, مقاتية, مقاتية
5183,مقحفة ,مقحفة ,اسم, مقاحف, مقاحف
5187,مقحمة ,مقحمة ,اسم, مقحمات, مقحمات
5196,مقدار ,مقدار ,اسم, مقادير, مقادير
5210,مقذاف ,مقذاف ,اسم, مقاذيف, مقاذيف
5211,مقذف ,مقذف ,اسم, مقاذف, مقاذف
5241,مقر ,مقر ,اسم, مقار, مقار
5218,مقرأة ,مقرأة ,اسم, مقارئ, مقارئ
5251,مقراض ,مقراض ,اسم, مقاريض, مقاريض
5225,مقربة ,مقربة ,اسم, مقارب, مقارب
5248,مقرص ,مقرص ,اسم, مقارص, مقارص
5259,مقرعة ,مقرعة ,اسم, مقارع, مقارع
5285,مقرى ,مقرى ,اسم, المقاري, المقاري
5286,مقرى ,مقرى ,اسم, مقار, مقار
5306,مقسم ,مقسم ,اسم, مقاسم, مقاسم
5312,مقشط ,مقشط ,اسم, مقاشط, مقاشط
5339,مقص ,مقص ,اسم, مقاص, مقاص
5330,مقصرة ,مقصرة ,اسم, مقاصر, مقاصر
5331,مقصرة ,مقصرة ,اسم, مقاصير, مقاصير
5342,مقصف ,مقصف ,اسم, مقاصف, مقاصف
5332,مقصورة ,مقصورة ,اسم, مقصورات, مقصورات
5333,مقصورة ,مقصورة ,اسم, مقاصير, مقاصير
6063,مقط ,مقط ,اسم, أمقاط, أمقاط
5374,مقطع ,مقطع ,اسم, مقاطع, مقاطع
5378,مقطف ,مقطف ,اسم, مقاطف, مقاطف
5379,مقطلة ,مقطلة ,اسم, مقاطل, مقاطل
5380,مقطم ,مقطم ,اسم, مقاطم, مقاطم
5390,مقعد ,مقعد ,اسم, مقاعد, مقاعد
5410,مقلات ,مقلات ,اسم, مقاليت, مقاليت
5418,مقلاد ,مقلاد ,اسم, مقاليد, مقاليد
5430,مقلاع ,مقلاع ,اسم, مقاليع, مقاليع
5440,مقلام ,مقلام ,اسم, مقاليم, مقاليم
5407,مقلب ,مقلب ,اسم, مقالب, مقالب
5408,مقلب ,مقلب ,اسم, مقالب, مقالب
6064,مقلة ,مقلة ,اسم, مقل, مقل
5411,مقلتة ,مقلتة ,اسم, مقالت, مقالت
5419,مقلد ,مقلد ,اسم, مقالد, مقالد
5441,مقلم ,مقلم ,اسم, مقالم, مقالم
5442,مقلمة ,مقلمة ,اسم, مقالم, مقالم
5444,مقلى ,مقلى ,اسم, المقالي, المقالي
5445,مقلى ,مقلى ,اسم, المقالي, المقالي
5473,مقمة ,مقمة ,اسم, مقام, مقام
5466,مقمعة ,مقمعة ,اسم, مقامع, مقامع
5477,مقنب ,مقنب ,اسم, مقانب, مقانب
5508,مقود ,مقود ,اسم, مقاود, مقاود
5512,مقوس ,مقوس ,اسم, مقاوس, مقاوس
5519,مقول ,مقول ,اسم, مقاول, مقاول
5528,مقياس ,مقياس ,اسم, مقاييس, مقاييس
5527,مقيد ,مقيد ,اسم, مقاييد, مقاييد
6073,مكا ,مكا ,اسم, أمكاء, أمكاء
6074,مكاء ,مكاء ,اسم, مكاكي, مكاكي
5617,مكاري ,مكاري ,اسم, مكارون, مكارون
1553,مكان ,مكان ,اسم, أخرة, أخرة
5717,مكان ,مكان ,اسم, أمكنة, أمكنة
6070,مكانة ,مكانة ,اسم, مكانات, مكانات
5553,مكتب ,مكتب ,اسم, مكاتب, مكاتب
5565,مكتل ,مكتل ,اسم, مكاتل, مكاتل
5572,مكحلة ,مكحلة ,اسم, مكاحل, مكاحل
6066,مكرة ,مكرة ,اسم, مكر, مكر
5609,مكرمة ,مكرمة ,اسم, مكارم, مكارم
5612,مكره ,مكره ,اسم, مكاه, مكاه
6068,مكس ,مكس ,اسم, مكوس, مكوس
5618,مكسب ,مكسب ,اسم, مكاسب, مكاسب
2923,مكلف ,مكلف ,اسم, سوابق, سوابق
5680,مكمن ,مكمن ,اسم, مكامن, مكامن
6071,مكن ,مكن ,اسم, مكنات, مكنات
6072,مكنة ,مكنة ,اسم, مكنات, مكنات
5687,مكنسة ,مكنسة ,اسم, مكانس, مكانس
6069,مكوك ,مكوك ,اسم, مكاكيك, مكاكيك
5725,مكياس ,مكياس ,اسم, مكاييس, مكاييس
5730,مكيال ,مكيال ,اسم, مكاييل, مكاييل
6065,مكيث ,مكيث ,اسم, مكثاء, مكثاء
5721,مكيدة ,مكيدة ,اسم, مكايد, مكايد
6077,ملآن ,ملآن ,اسم, ملاء, ملاء
6075,ملأ ,ملأ ,اسم, أملاء, أملاء
5732,ملأك ,ملأك ,اسم, ملائك, ملائك
6076,ملاءة ,ملاءة ,اسم, أملاء, أملاء
6105,ملاة ,ملاة ,اسم, ملا, ملا
6093,ملاط ,ملاط ,اسم, ملط, ملط
5912,ملام ,ملام ,اسم, الملاوم, الملاوم
5756,ملبس ,ملبس ,اسم, ملبسات, ملبسات
5757,ملبس ,ملبس ,اسم, ملابس, ملابس
6104,ملة ,ملة ,اسم, ملل, ملل
5764,ملثم ,ملثم ,اسم, الملثمون, الملثمون
6080,ملج ,ملج ,اسم, أملاج, أملاج
5768,ملجأ ,ملجأ ,اسم, ملاجئ, ملاجئ
6082,ملح ,ملح ,اسم, أملاح, أملاح
6083,ملحاء ,ملحاء ,اسم, ملحاوات, ملحاوات
6084,ملحة ,ملحة ,اسم, ملح, ملح
5776,ملحج ,ملحج ,اسم, ملاحج, ملاحج
5779,ملحد ,ملحد ,اسم, ملحدون, ملحدون
5780,ملحز ,ملحز ,اسم, ملاحز, ملاحز
5781,ملحس ,ملحس ,اسم, ملاحس, ملاحس
5782,ملحس ,ملحس ,اسم, ملاحس, ملاحس
5784,ملحظ ,ملحظ ,اسم, ملاحظ, ملاحظ
5787,ملحق ,ملحق ,اسم, ملحقات, ملحقات
5791,ملحمة ,ملحمة ,اسم, ملاحم, ملاحم
5777,ملحوجة ,ملحوجة ,اسم, ملاحيج, ملاحيج
6087,ملداء ,ملداء ,اسم, ملد, ملد
5802,ملدام ,ملدام ,اسم, ملاديم, ملاديم
5801,ملدس ,ملدس ,اسم, ملادس, ملادس
5805,ملذ ,ملذ ,اسم, ملاذ, ملاذ
5806,ملذة ,ملذة ,اسم, ملاذ, ملاذ
6089,ملس ,ملس ,اسم, ملوس, ملوس
6090,ملساء ,ملساء ,اسم, ملس, ملس
6091,ملساء ,ملساء ,اسم, أمالس, أمالس
6094,ملط ,ملط ,اسم, أملاط, أملاط
5815,ملطاس ,ملطاس ,اسم, ملاطيس, ملاطيس
5816,ملطس ,ملطس ,اسم, ملاطس, ملاطس
5824,ملطم ,ملطم ,اسم, ملاطم, ملاطم
5829,ملعب ,ملعب ,اسم, ملاعب, ملاعب
5832,ملعقة ,ملعقة ,اسم, ملاعق, ملاعق
5838,ملعنة ,ملعنة ,اسم, ملاعن, ملاعن
6097,ملغ ,ملغ ,اسم, أملاغ, أملاغ
5848,ملغم ,ملغم ,اسم, ملاغم, ملاغم
5856,ملفظ ,ملفظ ,اسم, ملافظ, ملافظ
5869,ملقاط ,ملقاط ,اسم, ملاقيط, ملاقيط
5870,ملقط ,ملقط ,اسم, ملاقط, ملاقط
5871,ملقط ,ملقط ,اسم, ملاقط, ملاقط
5872,ملقوط ,ملقوط ,اسم, ملاقيط, ملاقيط
5879,ملقى ,ملقى ,اسم, الملاقي, الملاقي
165,ملك ,ملك ,اسم, ملائك, ملائك
6098,ملك ,ملك ,اسم, ملوك, ملوك
6099,ملك ,ملك ,اسم, أملاك, أملاك
6100,ملك ,ملك ,اسم, أملاك, أملاك
5900,ملهاة ,ملهاة ,اسم, الملاهي, الملاهي
5899,ملهى ,ملهى ,اسم, الملاهي, الملاهي
5906,ملواح ,ملواح ,اسم, ملاويح, ملاويح
6081,مليج ,مليج ,اسم, ملج, ملج
6085,مليخ ,مليخ ,اسم, ملخ, ملخ
6095,مليع ,مليع ,اسم, ملع, ملع
6101,مليك ,مليك ,اسم, ملكاء, ملكاء
6106,مليون ,مليون ,اسم, ملايين, ملايين
5952,ممخضة ,ممخضة ,اسم, مماخض, مماخض
5971,ممرث ,ممرث ,اسم, ممارث, ممارث
6032,ممشط ,ممشط ,اسم, مماشط, مماشط
6092,مملسة ,مملسة ,اسم, ممالس, ممالس
6102,مملوك ,مملوك ,اسم, مماليك, مماليك
6110,منا ,منا ,اسم, أمناء, أمناء
6641,مناحة ,مناحة ,اسم, مناحات, مناحات
6642,منارة ,منارة ,اسم, مناور, مناور
6148,منبت ,منبت ,اسم, منابت, منابت
6154,منبذة ,منبذة ,اسم, المنابذ, المنابذ
6158,منبر ,منبر ,اسم, منابر, منابر
6162,منبض ,منبض ,اسم, منابض, منابض
6163,منبض ,منبض ,اسم, منابض, منابض
6165,منبع ,منبع ,اسم, منابع, منابع
6109,منة ,منة ,اسم, منن, منن
6179,منتج ,منتج ,اسم, مناتج, مناتج
6182,منتح ,منتح ,اسم, مناتح, مناتح
6185,منتن ,منتن ,اسم, مناتن, مناتن
6628,منتهى ,منتهى ,اسم, مناه, مناه
6180,منتوجة ,منتوجة ,اسم, منتوجات, منتوجات
6186,منثة ,منثة ,اسم, مناث, مناث
6187,منجاب ,منجاب ,اسم, مناجيب, مناجيب
6218,منجاة ,منجاة ,اسم, مناج, مناج
6192,منجاد ,منجاد ,اسم, مناجد, مناجد
6193,منجدة ,منجدة ,اسم, مناجد, مناجد
6205,منجع ,منجع ,اسم, مناجع, مناجع
6210,منجل ,منجل ,اسم, مناجل, مناجل
898,منجليق ,منجليق ,اسم, مجاليق, مجاليق
6214,منجم ,منجم ,اسم, مناجم, مناجم
972,منجنيق ,منجنيق ,اسم, منجنيقات, منجنيقات
6217,منجى ,منجى ,اسم, مناج, مناج
6222,منحات ,منحات ,اسم, مناحيت, مناحيت
6223,منحت ,منحت ,اسم, مناحت, مناحت
6224,منحت ,منحت ,اسم, مناحت, مناحت
6226,منحر ,منحر ,اسم, مناحر, مناحر
6239,منخاب ,منخاب ,اسم, مناخيب, مناخيب
6244,منخر ,منخر ,اسم, مناخر, مناخر
6248,منخس ,منخس ,اسم, مناخس, مناخس
6251,منخل ,منخل ,اسم, مناخل, مناخل
6240,منخوب ,منخوب ,اسم, مناخيب, مناخيب
6245,منخور ,منخور ,اسم, مناخير, مناخير
6266,منداص ,منداص ,اسم, مناديص, مناديص
6267,مندل ,مندل ,اسم, منادل, منادل
6259,مندوحة ,مندوحة ,اسم, مناديح, مناديح
6274,مندية ,مندية ,اسم, منديات, منديات
6268,منديل ,منديل ,اسم, مناديل, مناديل
6281,منزاح ,منزاح ,اسم, منازيح, منازيح
6286,منزع ,منزع ,اسم, منازع, منازع
2093,منزل ,منزل ,اسم, أدؤر, أدؤر
6297,منزل ,منزل ,اسم, منازل, منازل
6298,منزلة ,منزلة ,اسم, منازل, منازل
6303,منزه ,منزه ,اسم, منازه, منازه
6310,منسج ,منسج ,اسم, مناسج, مناسج
6315,منسر ,منسر ,اسم, مناسر, مناسر
6322,منسف ,منسف ,اسم, مناسف, مناسف
6324,منسك ,منسك ,اسم, مناسك, مناسك
6335,منشأة ,منشأة ,اسم, منشآت, منشآت
6346,منشار ,منشار ,اسم, مناشير, مناشير
6358,منشال ,منشال ,اسم, مناشيل, مناشيل
6356,منشق ,منشق ,اسم, مناشق, مناشق
6362,منصب ,منصب ,اسم, مناصب, مناصب
6363,منصب ,منصب ,اسم, مناصب, مناصب
6379,منصة ,منصة ,اسم, مناص, مناص
6391,منصل ,منصل ,اسم, مناصل, مناصل
6396,منضحة ,منضحة ,اسم, مناضح, مناضح
6402,منضخة ,منضخة ,اسم, مناضخ, مناضخ
6403,منضدة ,منضدة ,اسم, مناضد, مناضد
6423,منطق ,منطق ,اسم, مناطق, مناطق
6424,منطقة ,منطقة ,اسم, مناطق, مناطق
6426,منطلة ,منطلة ,اسم, مناطل, مناطل
6431,منظر ,منظر ,اسم, مناظر, مناظر
6445,منعت ,منعت ,اسم, مناعت, مناعت
6459,منعى ,منعى ,اسم, مناع, مناع
6474,منفاخ ,منفاخ ,اسم, منافيخ, منافيخ
6468,منفج ,منفج ,اسم, منافج, منافج
6473,منفحة ,منفحة ,اسم, منافح, منافح
6475,منفخ ,منفخ ,اسم, منافخ, منافخ
6478,منفذ ,منفذ ,اسم, منافذ, منافذ
6494,منفعة ,منفعة ,اسم, منافع, منافع
6503,منفى ,منفى ,اسم, مناف, مناف
6516,منقار ,منقار ,اسم, مناقير, مناقير
6531,منقاش ,منقاش ,اسم, مناقيش, مناقيش
6543,منقاف ,منقاف ,اسم, مناقيف, مناقيف
6505,منقبة ,منقبة ,اسم, مناقب, مناقب
6510,منقدة ,منقدة ,اسم, مناقد, مناقد
6517,منقر ,منقر ,اسم, مناقر, مناقر
6518,منقر ,منقر ,اسم, مناقير, مناقير
6533,منقصة ,منقصة ,اسم, مناقص, مناقص
6537,منقع ,منقع ,اسم, مناقع, مناقع
6538,منقع ,منقع ,اسم, مناقع, مناقع
6546,منقلة ,منقلة ,اسم, مناقل, مناقل
6547,منقلة ,منقلة ,اسم, مناقل, مناقل
6556,منقية ,منقية ,اسم, مناق, مناق
6576,منكاش ,منكاش ,اسم, مناكيش, مناكيش
6564,منكب ,منكب ,اسم, مناكب, مناكب
6571,منكور ,منكور ,اسم, مناكير, مناكير
6577,منكوش ,منكوش ,اسم, مناكيش, مناكيش
6604,منهاج ,منهاج ,اسم, مناهج, مناهج
6620,منهال ,منهال ,اسم, مناهيل, مناهيل
6624,منهام ,منهام ,اسم, مناهيم, مناهيم
6605,منهج ,منهج ,اسم, مناهج, مناهج
6609,منهر ,منهر ,اسم, مناهر, مناهر
6613,منهس ,منهس ,اسم, مناهس, مناهس
6621,منهل ,منهل ,اسم, مناهل, مناهل
6661,منوال ,منوال ,اسم, مناويل, مناويل
6113,مني ,مني ,اسم, منى, منى
6112,منية ,منية ,اسم, منى, منى
6114,منية ,منية ,اسم, منايا, منايا
6108,منيع ,منيع ,اسم, منعاء, منعاء
6124,مهاة ,مهاة ,اسم, مها, مها
6116,مهاد ,مهاد ,اسم, أمهدة, أمهدة
6675,مهب ,مهب ,اسم, مهاب, مهاب
6674,مهباب ,مهباب ,اسم, مهابيب, مهابيب
6679,مهبط ,مهبط ,اسم, مهابط, مهابط
6678,مهبطة ,مهبطة ,اسم, مهابط, مهابط
6115,مهجة ,مهجة ,اسم, مهج, مهج
6117,مهد ,مهد ,اسم, مهود, مهود
6118,مهدة ,مهدة ,اسم, مهد, مهد
6722,مهذار ,مهذار ,اسم, مهاذير, مهاذير
6792,مهذار ,مهذار ,اسم, أهواب, أهواب
6119,مهر ,مهر ,اسم, مهور, مهور
6120,مهر ,مهر ,اسم, أمهار, أمهار
6121,مهر ,مهر ,اسم, مهر, مهر
6730,مهراس ,مهراس ,اسم, مهاريس, مهاريس
6122,مهرية ,مهرية ,اسم, المهاري, المهاري
6743,مهزام ,مهزام ,اسم, مهازيم, مهازيم
6741,مهزول ,مهزول ,اسم, مهازيل, مهازيل
6766,مهلكة ,مهلكة ,اسم, مهالك, مهالك
6778,مهم ,مهم ,اسم, مهام, مهام
6775,مهمر ,مهمر ,اسم, مهامر, مهامر
6123,مهمه ,مهمه ,اسم, مهامه, مهامه
6785,مهنأ ,مهنأ ,اسم, مهانئ, مهانئ
6811,مهيع ,مهيع ,اسم, مهايع, مهايع
6829,موتمة ,موتمة ,اسم, مواتم, مواتم
6834,موثق ,موثق ,اسم, مواثق, مواثق
6127,موج ,موج ,اسم, أمواج, أمواج
6840,موجبة ,موجبة ,اسم, موجبات, موجبات
6859,موحف ,موحف ,اسم, مواحف, مواحف
6891,مورد ,مورد ,اسم, موارد, موارد
7116,موسر ,موسر ,اسم, مياسير, مياسير
6128,موسى ,موسى ,اسم, مواس, مواس
6956,موصل ,موصل ,اسم, مواصل, مواصل
6970,موضحة ,موضحة ,اسم, مواضح, مواضح
6974,موضع ,موضع ,اسم, مواضع, مواضع
6984,موطن ,موطن ,اسم, مواطن, مواطن
6992,موعد ,موعد ,اسم, مواعد, مواعد
7001,موعظة ,موعظة ,اسم, مواعظ, مواعظ
6130,موق ,موق ,اسم, أمواق, أمواق
7035,موقد ,موقد ,اسم, مواقد, مواقد
7036,موقذ ,موقذ ,اسم, مواقذ, مواقذ
7039,موقر ,موقر ,اسم, مواقر, مواقر
7040,موقر ,موقر ,اسم, مواقر, مواقر
7048,موقع ,موقع ,اسم, مواقع, مواقع
7049,موقعة ,موقعة ,اسم, مواقع, مواقع
7061,موكب ,موكب ,اسم, مواكب, مواكب
